Kecamatan;Desa/Kelurahan;TPS;1 PKB;2 Gerindra;3 PDIP;4 Golkar;5 Nasdem;6 Buruh;7 Gelora;8 PKS;9 PKN;10 Hanura;11 Garuda;12 PAN;13 PBB;14 Demokrat;15 PSI;16 Perindo;17 PPP;24 Umat
KARANGPUCUNG;SURUSUNDA;TPS-016;30;57;9;15;1;0;2;3;0;0;0;70;1;1;0;0;1;1
KARANGPUCUNG;SURUSUNDA;TPS-017;19;19;5;5;2;0;0;6;0;0;0;102;0;1;0;1;2;0
KARANGPUCUNG;SURUSUNDA;TPS-018;34;31;24;13;0;0;0;6;1;0;1;55;0;2;0;0;2;0
KARANGPUCUNG;SURUSUNDA;TPS-019;0;11;17;11;0;1;1;5;0;0;0;87;0;1;1;2;2;0
KARANGPUCUNG;SURUSUNDA;TPS-020;17;42;35;4;0;0;0;5;0;0;1;55;0;1;1;0;9;0
KARANGPUCUNG;SURUSUNDA;TPS-021;49;68;4;2;0;0;0;5;0;0;0;46;0;2;0;0;1;0
KARANGPUCUNG;SURUSUNDA;TPS-022;9;26;3;18;1;0;0;1;0;1;0;87;0;1;1;1;0;0
KARANGPUCUNG;SURUSUNDA;TPS-023;24;45;10;14;3;0;1;2;1;1;0;58;0;2;0;0;1;0
KARANGPUCUNG;SURUSUNDA;TPS-024;26;46;9;10;0;0;1;2;0;0;0;47;0;3;1;0;0;1
KARANGPUCUNG;SURUSUNDA;TPS-025;12;126;6;2;1;0;0;1;0;0;0;6;0;0;0;0;0;0
KARANGPUCUNG;TAYEM;TPS-001;14;22;43;54;0;1;0;3;0;0;0;31;0;0;1;1;3;0
KARANGPUCUNG;TAYEM;TPS-002;6;60;33;25;1;0;0;2;0;0;0;34;0;1;0;0;0;1
KARANGPUCUNG;TAYEM;TPS-003;12;50;16;39;1;1;1;5;0;0;0;14;0;5;0;0;0;0
KARANGPUCUNG;TAYEM;TPS-004;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330112/3301122007/3301122007004
KARANGPUCUNG;TAYEM;TPS-005;14;38;46;22;1;0;2;3;0;0;0;14;0;3;3;2;3;0
KARANGPUCUNG;TAYEM;TPS-006;21;46;70;8;2;0;1;2;0;0;2;19;1;2;3;1;3;2
KARANGPUCUNG;TAYEM;TPS-007;14;37;42;29;1;1;0;2;0;0;0;19;0;2;0;1;2;1
KARANGPUCUNG;TAYEM;TPS-008;37;31;24;49;1;0;2;3;0;1;1;12;1;1;0;3;9;0
KARANGPUCUNG;TAYEM;TPS-009;36;26;22;35;4;0;1;3;0;0;0;9;1;3;1;1;4;2
KARANGPUCUNG;TAYEM;TPS-010;15;64;9;39;4;0;2;2;0;0;0;5;0;1;1;0;7;1
KARANGPUCUNG;TAYEM;TPS-011;33;12;7;13;2;0;0;2;0;0;0;16;0;3;1;1;0;3
KARANGPUCUNG;TAYEM;TPS-012;8;31;28;19;5;0;0;20;0;0;0;20;0;2;0;3;5;0
KARANGPUCUNG;TAYEM;TPS-013;6;22;31;26;5;0;0;9;0;0;0;37;0;2;2;3;3;0
KARANGPUCUNG;TAYEM;TPS-014;17;25;17;32;3;0;1;15;0;1;1;26;0;3;0;2;29;0
KARANGPUCUNG;TAYEM;TPS-015;35;49;8;19;1;0;0;0;0;0;1;27;0;6;3;2;2;0
KARANGPUCUNG;TAYEM TIMUR;TPS-001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KARANGPUCUNG;TAYEM TIMUR;TPS-002;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330112/3301122013/3301122013002
KARANGPUCUNG;TAYEM TIMUR;TPS-003;17;40;55;40;2;0;0;6;0;0;1;9;0;3;0;0;2;5
KARANGPUCUNG;TAYEM TIMUR;TPS-004;16;28;37;12;3;1;2;5;0;0;1;8;0;0;0;1;3;2
KARANGPUCUNG;TAYEM TIMUR;TPS-005;13;16;59;43;1;0;1;4;0;0;0;3;0;0;1;7;5;0
KARANGPUCUNG;TAYEM TIMUR;TPS-006;3;47;18;36;2;1;1;62;0;0;0;8;0;2;0;1;13;1
KARANGPUCUNG;TAYEM TIMUR;TPS-007;22;66;24;41;2;0;0;2;0;0;0;4;0;3;2;1;5;0
KARANGPUCUNG;TAYEM TIMUR;TPS-008;21;0;45;7;3;0;0;7;0;0;0;6;0;0;1;0;3;3
KARANGPUCUNG;TAYEM TIMUR;TPS-009;16;26;27;92;3;0;1;5;0;0;0;4;0;0;2;0;4;0
KARANGPUCUNG;TAYEM TIMUR;TPS-010;18;21;19;74;0;0;1;4;0;0;0;2;0;1;2;1;1;0
KARANGPUCUNG;TAYEM TIMUR;TPS-011;33;31;45;30;3;0;0;1;0;0;0;4;0;2;0;0;0;0
KARANGPUCUNG;TAYEM TIMUR;TPS-012;61;27;32;22;2;0;0;5;0;1;0;1;0;2;0;0;8;0
KARANGPUCUNG;TAYEM TIMUR;TPS-013;33;13;17;22;2;0;0;0;0;0;1;1;0;0;0;1;20;0
KARANGPUCUNG;TAYEM TIMUR;TPS-014;16;10;15;47;1;0;0;3;0;0;0;1;0;0;1;1;14;1
KARANGPUCUNG;TAYEM TIMUR;TPS-015;24;27;20;58;4;1;1;3;0;0;0;4;0;4;2;0;17;0
KARANGPUCUNG;TAYEM TIMUR;TPS-016;71;19;23;60;2;0;0;3;0;0;0;1;1;2;0;0;6;2
KARANGPUCUNG;TAYEM TIMUR;TPS-017;8;34;14;67;11;0;1;6;0;0;0;10;0;4;0;0;20;0
KARANGPUCUNG;TAYEM TIMUR;TPS-018;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330112/3301122013/3301122013018
KARANGPUCUNG;TAYEM TIMUR;TPS-019;19;16;13;23;3;0;0;79;0;0;0;1;0;0;0;2;3;0
KARANGPUCUNG;TAYEM TIMUR;TPS-020;39;11;16;12;45;0;0;0;0;0;0;1;1;0;0;0;4;0
KARANGPUCUNG;TAYEM TIMUR;TPS-021;55;26;23;26;3;1;1;5;0;0;0;1;0;1;0;0;3;0
KARANGPUCUNG;TAYEM TIMUR;TPS-022;84;18;22;17;4;1;1;6;0;0;1;0;0;2;0;0;2;0
KAWUNGANTEN;BABAKAN;TPS-001;25;22;42;35;10;1;1;1;2;0;0;2;0;10;0;1;23;3
KAWUNGANTEN;BABAKAN;TPS-002;16;23;46;13;6;1;2;0;1;0;0;6;0;25;3;1;21;2
KAWUNGANTEN;BABAKAN;TPS-003;13;12;58;10;4;0;3;4;0;0;1;2;0;0;0;1;8;0
KAWUNGANTEN;BABAKAN;TPS-004;27;5;35;14;15;1;0;0;4;0;0;3;0;2;0;0;5;1
KAWUNGANTEN;BABAKAN;TPS-005;25;21;43;6;0;1;0;0;4;0;0;22;0;13;0;3;8;0
KAWUNGANTEN;BOJONG;TPS-001;10;84;11;11;16;0;2;1;0;0;0;1;0;16;0;0;3;1
KAWUNGANTEN;BOJONG;TPS-002;9;98;21;5;2;0;1;0;0;0;3;5;0;25;5;1;0;0
KAWUNGANTEN;BOJONG;TPS-003;12;135;20;10;10;0;0;0;0;0;0;2;1;8;0;0;0;0
KAWUNGANTEN;BOJONG;TPS-004;10;74;40;17;5;1;1;6;0;1;1;9;0;15;3;2;4;1
KAWUNGANTEN;BOJONG;TPS-005;12;98;9;12;7;0;1;6;2;0;1;3;0;18;0;1;1;0
KAWUNGANTEN;BOJONG;TPS-006;9;83;12;4;3;1;0;6;1;0;0;14;0;22;4;0;2;0
KAWUNGANTEN;BOJONG;TPS-007;14;72;23;8;13;1;2;4;2;0;1;18;0;9;2;0;2;2
KAWUNGANTEN;BOJONG;TPS-008;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092005/3301092005008
KAWUNGANTEN;BOJONG;TPS-009;10;6;22;2;13;0;2;6;0;0;0;2;0;82;0;3;9;0
KAWUNGANTEN;BOJONG;TPS-010;14;12;31;10;13;2;2;12;0;2;0;25;0;42;0;0;22;0
KAWUNGANTEN;BOJONG;TPS-011;10;7;39;7;10;0;2;16;0;2;0;26;0;46;1;1;15;0
KAWUNGANTEN;BOJONG;TPS-012;30;14;41;14;11;0;1;7;1;0;0;2;1;30;3;1;14;2
KAWUNGANTEN;BOJONG;TPS-013;21;19;35;8;14;2;2;5;1;2;2;3;0;58;6;4;8;0
KAWUNGANTEN;BOJONG;TPS-014;29;6;35;13;12;3;0;5;4;0;0;2;0;60;2;0;6;0
KAWUNGANTEN;BOJONG;TPS-015;17;14;32;9;10;0;4;7;0;0;1;25;0;44;2;1;2;0
KAWUNGANTEN;BOJONG;TPS-016;21;16;35;10;32;2;1;4;0;0;0;16;0;47;3;3;5;0
KAWUNGANTEN;BOJONG;TPS-017;24;27;33;17;18;0;2;1;1;0;1;9;0;27;4;0;16;0
KAWUNGANTEN;BOJONG;TPS-018;14;23;25;31;10;1;2;9;1;1;0;9;0;33;12;2;6;0
KAWUNGANTEN;BOJONG;TPS-019;16;11;32;10;16;0;3;3;0;0;0;9;1;55;2;2;4;0
KAWUNGANTEN;BOJONG;TPS-020;19;24;22;29;12;0;0;7;0;0;0;16;1;51;1;4;20;0
KAWUNGANTEN;BOJONG;TPS-021;28;24;22;18;19;0;1;6;2;0;0;19;0;19;1;0;18;0
KAWUNGANTEN;BOJONG;TPS-022;22;34;19;29;25;0;3;6;0;1;0;19;0;20;3;0;3;0
KAWUNGANTEN;BOJONG;TPS-023;23;25;18;38;17;1;3;6;4;0;0;7;0;25;0;3;2;1
KAWUNGANTEN;BOJONG;TPS-024;26;20;24;32;20;0;1;2;0;0;1;8;0;15;4;1;4;0
KAWUNGANTEN;BOJONG;TPS-025;6;46;44;52;5;0;0;1;3;1;0;11;0;4;1;1;4;1
KAWUNGANTEN;BOJONG;TPS-026;9;33;44;41;15;0;0;4;3;1;0;6;0;3;2;0;6;0
KAWUNGANTEN;BOJONG;TPS-027;24;9;33;54;6;2;2;1;2;0;2;3;0;6;0;3;2;0
KAWUNGANTEN;BOJONG;TPS-028;9;12;26;33;20;0;2;5;0;0;0;35;0;43;2;1;10;0
KAWUNGANTEN;BOJONG;TPS-029;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092005/3301092005029
KAWUNGANTEN;BOJONG;TPS-030;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092005/3301092005030
KAWUNGANTEN;BOJONG;TPS-031;17;16;35;21;21;1;0;10;0;1;0;3;0;18;0;1;10;1
KAWUNGANTEN;BOJONG;TPS-032;25;10;15;54;23;1;1;6;0;0;1;4;0;5;2;1;19;0
KAWUNGANTEN;BOJONG;TPS-033;28;16;34;15;15;0;0;3;1;0;0;4;0;22;1;1;40;0
KAWUNGANTEN;BOJONG;TPS-034;8;15;45;16;23;1;0;4;0;0;1;2;0;9;0;1;23;0
KAWUNGANTEN;BOJONG;TPS-035;11;18;44;32;23;1;1;2;0;0;1;5;0;7;1;2;23;1
KAWUNGANTEN;BOJONG;TPS-036;9;103;15;21;8;2;2;2;1;0;0;0;1;5;2;1;2;0
KAWUNGANTEN;BOJONG;TPS-037;16;77;24;9;9;0;2;2;0;0;0;3;0;12;0;0;7;2
KAWUNGANTEN;BOJONG;TPS-038;11;80;13;27;8;0;0;0;5;0;0;2;0;27;1;1;8;1
KAWUNGANTEN;BOJONG;TPS-039;13;90;13;5;11;0;0;3;1;0;0;2;0;11;1;0;5;0
KAWUNGANTEN;BOJONG;TPS-040;0;0;0;0;0;0;0;0;0;0;1;6;0;19;0;1;0;1
KAWUNGANTEN;BRINGKENG;TPS-001;16;17;32;10;8;0;1;7;1;0;3;52;0;23;2;1;7;0
KAWUNGANTEN;BRINGKENG;TPS-002;9;24;26;21;7;0;2;9;0;1;0;49;0;30;6;3;4;0
KAWUNGANTEN;BRINGKENG;TPS-003;101;2;12;13;5;0;1;3;1;1;0;2;0;27;2;2;6;2
KAWUNGANTEN;BRINGKENG;TPS-004;47;32;36;15;11;2;1;0;1;0;0;2;0;23;1;4;8;1
KAWUNGANTEN;BRINGKENG;TPS-005;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092002/3301092002005
KAWUNGANTEN;BRINGKENG;TPS-006;33;21;19;64;31;0;1;3;0;1;1;2;0;13;3;5;5;0
KAWUNGANTEN;BRINGKENG;TPS-007;31;16;22;46;18;2;2;5;4;0;0;1;0;25;1;5;2;0
KAWUNGANTEN;BRINGKENG;TPS-008;38;23;21;22;7;1;1;17;0;0;0;9;0;16;4;4;9;0
KAWUNGANTEN;BRINGKENG;TPS-009;57;16;34;12;8;2;2;7;1;0;1;5;0;15;6;0;13;0
KAWUNGANTEN;BRINGKENG;TPS-010;48;10;34;12;10;0;2;7;0;0;0;7;0;41;5;0;2;0
KAWUNGANTEN;GRUGU;TPS-001;43;13;33;10;16;2;1;8;5;0;1;4;1;36;1;0;7;0
KAWUNGANTEN;GRUGU;TPS-002;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092001/3301092001002
KAWUNGANTEN;GRUGU;TPS-003;21;17;28;32;12;1;1;3;3;0;4;43;0;27;0;1;5;0
KAWUNGANTEN;GRUGU;TPS-004;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092001/3301092001004
KAWUNGANTEN;GRUGU;TPS-005;18;12;39;13;22;0;1;0;5;0;5;50;1;19;0;0;2;0
KAWUNGANTEN;GRUGU;TPS-006;40;14;35;27;13;0;0;3;1;1;1;27;0;14;1;0;15;1
KAWUNGANTEN;GRUGU;TPS-007;76;14;22;30;10;3;2;4;1;0;1;9;0;30;2;2;8;0
KAWUNGANTEN;GRUGU;TPS-008;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092001/3301092001008
KAWUNGANTEN;GRUGU;TPS-009;4;17;18;9;50;1;1;0;7;1;0;7;0;63;0;2;3;1
KAWUNGANTEN;GRUGU;TPS-010;30;14;18;7;17;0;0;1;2;0;0;4;0;53;0;1;4;0
KAWUNGANTEN;GRUGU;TPS-011;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092001/3301092001011
KAWUNGANTEN;KALIJERUK;TPS-001;22;45;14;3;1;0;0;1;0;1;1;72;0;2;0;2;20;1
KAWUNGANTEN;KALIJERUK;TPS-002;12;30;31;27;2;2;0;1;0;0;3;63;0;0;5;0;7;0
KAWUNGANTEN;KALIJERUK;TPS-003;21;23;13;5;7;0;4;3;0;0;2;65;0;5;2;1;15;0
KAWUNGANTEN;KALIJERUK;TPS-004;5;16;8;8;3;0;0;3;0;0;1;136;0;4;3;1;8;1
KAWUNGANTEN;KALIJERUK;TPS-005;8;30;17;5;0;1;0;3;0;1;2;90;0;6;1;0;25;0
KAWUNGANTEN;KALIJERUK;TPS-006;14;13;3;27;3;1;2;7;0;0;0;60;0;1;0;2;37;1
KAWUNGANTEN;KALIJERUK;TPS-007;11;23;37;27;2;1;2;2;1;1;0;54;1;3;1;2;10;2
KAWUNGANTEN;KALIJERUK;TPS-008;20;18;15;26;7;1;2;5;1;0;1;75;0;0;1;3;4;0
KAWUNGANTEN;KALIJERUK;TPS-009;4;14;8;21;6;1;1;2;0;0;0;95;0;24;0;0;2;1
KAWUNGANTEN;KALIJERUK;TPS-010;28;12;15;20;4;1;1;9;1;0;0;58;0;9;1;3;9;1
KAWUNGANTEN;KALIJERUK;TPS-011;69;25;17;8;6;1;0;5;1;0;1;13;0;13;3;3;12;1
KAWUNGANTEN;KALIJERUK;TPS-012;34;18;35;2;1;0;2;0;1;0;2;37;0;17;1;3;8;1
KAWUNGANTEN;KALIJERUK;TPS-013;54;22;21;3;6;0;2;13;0;0;0;35;1;18;0;2;9;0
KAWUNGANTEN;KALIJERUK;TPS-014;18;36;16;8;2;0;0;5;1;0;0;57;0;27;0;1;6;0
KAWUNGANTEN;KALIJERUK;TPS-015;29;46;23;7;1;2;0;2;1;0;0;24;0;25;0;1;9;0
KAWUNGANTEN;KALIJERUK;TPS-016;13;52;15;11;5;1;3;0;0;0;0;35;0;17;1;0;19;0
KAWUNGANTEN;KALIJERUK;TPS-017;13;43;21;10;5;1;0;1;0;0;0;11;0;31;1;0;17;1
KAWUNGANTEN;KALIJERUK;TPS-018;13;44;11;7;6;0;2;0;1;0;0;18;0;17;0;0;56;2
KAWUNGANTEN;KALIJERUK;TPS-019;6;37;42;1;5;2;1;0;0;0;0;33;0;15;2;2;44;0
KAWUNGANTEN;KALIJERUK;TPS-020;19;42;18;10;3;1;2;3;0;0;1;15;0;9;1;0;56;2
KAWUNGANTEN;KALIJERUK;TPS-021;9;12;23;6;2;0;0;4;0;0;1;44;0;24;1;3;5;0
KAWUNGANTEN;KAWUNGANTEN;TPS-001;6;18;39;25;5;1;1;3;2;0;1;1;1;31;2;1;1;0
KAWUNGANTEN;KAWUNGANTEN;TPS-002;13;15;19;55;24;3;0;7;3;0;1;22;0;3;1;0;1;1
KAWUNGANTEN;KAWUNGANTEN;TPS-003;15;41;41;38;6;1;0;19;0;1;0;24;0;11;3;4;1;0
KAWUNGANTEN;KAWUNGANTEN;TPS-004;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092008/3301092008004
KAWUNGANTEN;KAWUNGANTEN;TPS-005;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092008/3301092008005
KAWUNGANTEN;KAWUNGANTEN;TPS-006;22;23;35;34;3;0;0;27;0;0;1;13;0;9;0;5;2;0
KAWUNGANTEN;KAWUNGANTEN;TPS-007;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092008/3301092008007
KAWUNGANTEN;KAWUNGANTEN;TPS-008;21;13;50;30;8;0;2;11;1;2;1;7;0;30;2;1;2;0
KAWUNGANTEN;KAWUNGANTEN;TPS-009;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092008/3301092008009
KAWUNGANTEN;KAWUNGANTEN;TPS-010;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092008/3301092008010
KAWUNGANTEN;KAWUNGANTEN;TPS-011;15;12;36;75;11;1;2;23;1;1;1;3;0;16;2;0;0;0
KAWUNGANTEN;KAWUNGANTEN;TPS-012;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092008/3301092008012
KAWUNGANTEN;KAWUNGANTEN;TPS-013;36;19;57;30;9;1;2;22;1;0;0;8;0;1;3;5;3;0
KAWUNGANTEN;KAWUNGANTEN;TPS-014;40;13;27;13;17;0;0;19;0;0;1;4;0;11;6;2;1;0
KAWUNGANTEN;KAWUNGANTEN;TPS-015;32;24;31;14;4;0;3;3;1;0;0;8;0;6;3;1;37;0
KAWUNGANTEN;KAWUNGANTEN;TPS-016;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092008/3301092008016
KAWUNGANTEN;KAWUNGANTEN;TPS-017;53;26;15;26;5;0;1;18;1;0;0;8;0;5;11;4;14;1
KAWUNGANTEN;KAWUNGANTEN;TPS-018;39;26;11;58;8;1;4;20;4;0;2;8;0;2;2;3;1;1
KAWUNGANTEN;KAWUNGANTEN;TPS-019;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092008/3301092008019
KAWUNGANTEN;KAWUNGANTEN;TPS-020;12;30;40;17;5;0;0;10;3;1;0;37;0;5;6;0;3;0
KAWUNGANTEN;KAWUNGANTEN;TPS-021;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092008/3301092008021
KAWUNGANTEN;KAWUNGANTEN;TPS-022;15;39;19;30;4;0;0;15;0;1;2;29;0;0;2;1;1;0
KAWUNGANTEN;KAWUNGANTEN;TPS-023;27;38;52;18;6;0;0;20;2;0;1;7;0;11;6;1;1;1
KAWUNGANTEN;KAWUNGANTEN;TPS-024;18;28;27;28;6;0;0;21;1;0;3;32;0;9;5;2;1;2
KAWUNGANTEN;KAWUNGANTEN;TPS-025;28;17;22;51;4;0;3;29;0;0;3;17;0;8;2;3;2;0
KAWUNGANTEN;KAWUNGANTEN;TPS-026;54;14;19;16;3;0;0;8;0;0;3;23;0;30;1;1;4;1
KAWUNGANTEN;KAWUNGANTEN;TPS-027;56;12;24;23;4;0;2;3;0;0;1;11;1;30;2;0;1;0
KAWUNGANTEN;KAWUNGANTEN;TPS-028;27;17;25;28;9;1;0;5;1;0;1;15;0;42;4;1;2;0
KAWUNGANTEN;KAWUNGANTEN;TPS-029;31;31;18;8;12;0;0;11;0;0;2;0;0;13;1;0;1;0
KAWUNGANTEN;KAWUNGANTEN;TPS-030;21;12;23;15;2;0;0;9;3;0;0;15;1;5;6;1;30;1
KAWUNGANTEN;KAWUNGANTEN LOR;TPS-001;42;29;53;34;10;2;0;11;0;0;0;45;0;50;10;4;10;0
KAWUNGANTEN;KAWUNGANTEN LOR;TPS-002;31;30;41;11;3;0;1;1;2;1;0;28;0;6;6;3;4;0
KAWUNGANTEN;KAWUNGANTEN LOR;TPS-003;74;17;23;20;8;0;2;2;4;0;0;15;0;7;4;3;2;0
KAWUNGANTEN;KAWUNGANTEN LOR;TPS-004;32;8;30;30;4;1;1;1;0;0;1;19;0;41;0;0;5;0
KAWUNGANTEN;KAWUNGANTEN LOR;TPS-005;41;14;45;18;7;2;0;3;7;0;1;22;0;10;3;4;6;1
KAWUNGANTEN;KAWUNGANTEN LOR;TPS-006;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092010/3301092010006
KAWUNGANTEN;KAWUNGANTEN LOR;TPS-007;15;17;23;13;2;1;1;6;0;3;1;33;0;33;3;0;7;0
KAWUNGANTEN;KAWUNGANTEN LOR;TPS-008;12;15;11;17;0;1;2;1;0;0;0;25;1;84;2;0;6;0
KAWUNGANTEN;KAWUNGANTEN LOR;TPS-009;48;15;30;8;3;5;1;16;4;1;0;31;0;13;6;2;4;0
KAWUNGANTEN;KAWUNGANTEN LOR;TPS-010;11;21;21;19;3;0;0;3;3;1;2;24;0;24;4;2;1;1
KAWUNGANTEN;KAWUNGANTEN LOR;TPS-011;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092010/3301092010011
KAWUNGANTEN;KAWUNGANTEN LOR;TPS-012;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092010/3301092010012
KAWUNGANTEN;KAWUNGANTEN LOR;TPS-013;39;15;15;25;2;0;0;11;2;0;0;33;0;29;0;1;0;1
KAWUNGANTEN;KAWUNGANTEN LOR;TPS-014;45;12;7;10;1;1;0;31;0;0;1;24;0;37;2;0;17;0
KAWUNGANTEN;KAWUNGANTEN LOR;TPS-015;28;15;5;20;2;0;0;8;0;0;0;17;0;82;0;0;10;2
KAWUNGANTEN;KAWUNGANTEN LOR;TPS-016;40;4;11;42;0;0;3;9;0;0;0;4;0;34;0;0;34;1
KAWUNGANTEN;KAWUNGANTEN LOR;TPS-017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KAWUNGANTEN;KAWUNGANTEN LOR;TPS-018;50;19;14;29;18;2;0;5;0;0;0;11;0;33;2;2;10;1
KAWUNGANTEN;KAWUNGANTEN LOR;TPS-019;50;19;18;8;6;1;3;3;5;1;0;26;0;22;3;2;6;0
KAWUNGANTEN;KAWUNGANTEN LOR;TPS-020;68;8;24;16;1;1;0;9;2;0;0;10;0;26;0;1;6;1
KAWUNGANTEN;KUBANGKANGKUNG;TPS-001;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092004/3301092004001
KAWUNGANTEN;KUBANGKANGKUNG;TPS-002;31;24;24;40;14;1;0;11;1;0;0;5;0;27;2;2;6;0
KAWUNGANTEN;KUBANGKANGKUNG;TPS-003;14;23;37;44;12;0;2;6;3;0;1;9;0;12;2;2;3;0
KAWUNGANTEN;KUBANGKANGKUNG;TPS-004;30;8;26;18;8;2;0;7;2;1;1;14;1;32;2;1;7;0
KAWUNGANTEN;KUBANGKANGKUNG;TPS-005;30;20;19;14;7;0;1;3;1;0;0;21;0;42;3;0;5;0
KAWUNGANTEN;KUBANGKANGKUNG;TPS-006;21;22;25;45;5;0;1;18;1;0;1;7;0;30;2;1;4;0
KAWUNGANTEN;KUBANGKANGKUNG;TPS-007;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092004/3301092004007
KAWUNGANTEN;KUBANGKANGKUNG;TPS-008;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092004/3301092004008
KAWUNGANTEN;KUBANGKANGKUNG;TPS-009;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092004/3301092004009
KAWUNGANTEN;KUBANGKANGKUNG;TPS-010;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092004/3301092004010
KAWUNGANTEN;KUBANGKANGKUNG;TPS-011;35;12;14;28;2;0;2;3;0;0;1;13;0;82;4;1;3;0
KAWUNGANTEN;KUBANGKANGKUNG;TPS-012;23;17;22;19;4;0;0;8;0;1;1;3;0;55;2;1;8;0
KAWUNGANTEN;KUBANGKANGKUNG;TPS-013;18;28;18;36;2;0;1;4;0;0;0;3;0;35;4;0;1;0
KAWUNGANTEN;KUBANGKANGKUNG;TPS-014;38;13;27;36;4;0;2;26;3;0;0;2;0;32;2;2;3;0
KAWUNGANTEN;KUBANGKANGKUNG;TPS-015;26;29;27;35;3;0;0;9;2;0;0;7;0;15;1;1;6;0
KAWUNGANTEN;KUBANGKANGKUNG;TPS-016;10;55;32;21;4;1;2;3;1;0;1;4;0;7;3;0;6;1
KAWUNGANTEN;KUBANGKANGKUNG;TPS-017;21;27;39;27;7;1;1;16;2;0;0;22;0;12;2;1;6;0
KAWUNGANTEN;KUBANGKANGKUNG;TPS-018;10;16;44;28;2;1;0;15;2;0;0;42;0;14;2;0;4;0
KAWUNGANTEN;KUBANGKANGKUNG;TPS-019;11;20;38;32;3;1;1;14;0;1;1;26;0;3;0;1;2;0
KAWUNGANTEN;KUBANGKANGKUNG;TPS-020;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330109/3301092004/3301092004020
